顧客ID,利用日,トレーニング時間,トレーナー利用
952,2022-02-26,0.7,いいえ
992,2022-12-21,0.7,はい
998,2022-11-20,1.0,はい
888,2022-07-11,1.0,いいえ
811,2022-08-17,1.4,はい
222,2022-04-04,1.4,はい
164,2022-01-28,1.4,はい
570,2022-11-04,0.7,いいえ
810,2022-03-22,0.8,いいえ
322,2022-09-02,1.0,いいえ
126,2022-06-02,0.6,はい
573,2022-12-12,1.7,はい
964,2022-06-27,1.8,はい
29,2022-06-07,1.2,はい
917,2022-12-26,1.5,はい
724,2022-04-11,0.7,はい
691,2022-09-21,0.6,はい
848,2022-04-24,1.8,はい
200,2022-12-02,1.3,はい
542,2022-07-04,1.5,はい
627,2022-09-24,1.9,いいえ
412,2022-11-08,0.7,いいえ
133,2022-07-26,1.8,いいえ
498,2022-03-23,1.5,いいえ
472,2022-08-28,1.3,いいえ
653,2022-01-10,0.7,はい
510,2022-11-07,1.9,いいえ
657,2022-11-25,1.5,はい
632,2022-11-19,0.5,いいえ
72,2022-05-01,1.1,はい
447,2022-08-19,1.7,はい
866,2022-06-12,1.1,はい
60,2022-01-25,1.7,はい
341,2022-08-11,1.0,はい
682,2022-01-07,0.8,はい
347,2022-09-06,1.9,はい
59,2022-04-16,0.7,いいえ
599,2022-12-14,1.0,いいえ
485,2022-12-22,0.6,はい
74,2022-05-02,0.8,いいえ
863,2022-04-16,0.9,いいえ
762,2022-03-01,1.9,いいえ
987,2022-12-22,1.6,いいえ
396,2022-10-08,0.8,いいえ
592,2022-05-09,1.4,はい
470,2022-11-28,0.8,いいえ
515,2022-07-30,1.7,はい
92,2022-01-22,0.6,いいえ
758,2022-09-25,1.7,はい
174,2022-03-30,1.3,はい
665,2022-06-29,0.5,いいえ
340,2022-05-28,0.7,はい
407,2022-07-22,1.7,いいえ
884,2022-05-28,0.9,はい
912,2022-08-12,1.4,はい
633,2022-04-11,1.1,はい
348,2022-06-22,1.3,いいえ
930,2022-04-03,1.8,はい
34,2022-04-11,0.8,いいえ
212,2022-10-27,1.7,はい
183,2022-05-26,1.5,はい
626,2022-08-21,1.4,いいえ
75,2022-01-03,1.3,はい
606,2022-03-23,0.5,はい
220,2022-12-19,0.8,はい
155,2022-05-05,1.9,いいえ
557,2022-06-20,0.9,はい
604,2022-08-09,1.9,いいえ
918,2022-06-07,1.0,はい
356,2022-09-08,0.6,はい
7,2022-02-27,2.0,はい
453,2022-01-20,1.1,はい
924,2022-03-12,0.6,いいえ
466,2022-09-11,1.6,いいえ
992,2022-08-04,1.0,いいえ
186,2022-03-25,1.4,はい
450,2022-05-09,0.6,いいえ
650,2022-01-26,1.6,はい
